id,cable_id,description,name,color,cost (millions),Lit,Max,coordinates,length,rfs,year,owners,url
thailand-indonesia-singapore-tis,1238,"[{""landing_point_id"":5862,""latlon"":""1.134677,103.962530"",""name"":""Batam, Indonesia""},{""landing_point_id"":5940,""latlon"":""1.389071,103.987042"",""name"":""Changi North, Singapore""},{""landing_point_id"":4265,""latlon"":""7.078424,100.597004"",""name"":""Songkhla, Thailand""}]",Thailand-Indonesia-Singapore (TIS),#f37380,,,,"<MultiGeometry><LineString><coordinates>100.599710000816,7.07591857981464,0 103.425196280465,6.68384141743394,0 105.510741678045,2.6083103623897,0 104.379394823251,1.34326925334265,0</coordinates></LineString><LineString><coordinates>104.379394823251,1.34326925334265,0 104.19209026844,1.30265511209805,0</coordinates></LineString><LineString><coordinates>104.19209026844,1.30265511209805,0 103.987012288719,1.38944749170165,0 104.033496630789,1.29074410907588,0 103.962598243514,1.13472453594225,0</coordinates></LineString></MultiGeometry>",968 km,3-Nov,2003,"SingTel,  Communications Authority of Thailand,  Telkom Indonesia",
the-east-african-marine-system-teams,1516,"[{""landing_point_id"":5962,""latlon"":""25.121677,56.333744"",""name"":""Fujairah, United Arab Emirates""},{""landing_point_id"":5896,""latlon"":""-4.053211,39.672815"",""name"":""Mombasa, Kenya""}]",The East African Marine System (TEAMS),#f5cb13,,,,"<MultiGeometry><LineString><coordinates>39.672897693191,-4.05292670265018,0 43.8351994320774,-3.48297276664642,0 48.8921294434507,2.62274842040627,0 53.1746459409259,11.7704517576887,0 64.2276654546131,14.6027908126121,0 61.7612609518372,23.5108209562729,0 56.3337257342541,25.121693117297,0</coordinates></LineString></MultiGeometry>","4,900 km",9-Oct,2009,"Etisalat,  TEAMS Ltd.",
tobrok-emasaed-cable-system,1779,"[{""landing_point_id"":14647,""latlon"":""31.760834,25.087372"",""name"":""El-Quawef, Libya""},{""landing_point_id"":7874,""latlon"":""32.079584,23.960322"",""name"":""Tobrok, Libya""}]",Tobrok-Emasaed Cable System,#91a34b,,,,"<MultiGeometry><LineString><coordinates>23.9604088240655,32.0798523905836,0 24.253279710343,32.1575168483108,0 25.0873611507219,32.1575168483108,0 25.0873611507219,31.76122846912,0</coordinates></LineString></MultiGeometry>",178 km,10-Oct,2010,Libya International Telecommunications Company,
tonga-cable,1687,"[{""landing_point_id"":10315,""latlon"":""-21.133281,-175.200032"",""name"":""Nuku'alofa, Tonga""},{""landing_point_id"":4268,""latlon"":""-18.123810,178.437397"",""name"":""Suva, Fiji""}]",Tonga Cable,#a6459a,,,,"<MultiGeometry><LineString><coordinates>-179.99979825111,-18.8682196877387,0 -175.199996963835,-21.133467699667,0</coordinates></LineString><LineString><coordinates>179.999946721693,-18.8682196877387,0 178.437447828582,-18.1238122800172,0</coordinates></LineString></MultiGeometry>",827 km,13-Aug,2013,"Tonga Communications Corporation,  Government of Tonga",http://www.tongacable.net
trans-pacific-express-tpe-cable-system,1513,"[{""landing_point_id"":5802,""latlon"":""31.619916,121.395237"",""name"":""Chongming, China""},{""landing_point_id"":5975,""latlon"":""34.880657,128.620819"",""name"":""Keoje, Korea, Rep.""},{""landing_point_id"":5887,""latlon"":""35.037493,139.816908"",""name"":""Maruyama, Japan""},{""landing_point_id"":3711,""latlon"":""45.643738,-123.940096"",""name"":""Nedonna Beach, Oregon, United States""},{""landing_point_id"":6012,""latlon"":""36.087102,120.342600"",""name"":""Qingdao, China""},{""landing_point_id"":5982,""latlon"":""25.181345,121.462619"",""name"":""Tanshui, Taiwan""}]",Trans-Pacific Express (TPE) Cable System,#8dc851,,,,"<MultiGeometry><LineString><coordinates>135.358767408423,30.9388447305393,0 143.20719934852,33.2729526359323,0 157.207970680243,39.156344663043,0 179.999946721693,39.1559660364011,0</coordinates></LineString><LineString><coordinates>135.358767408423,30.9388447305393,0 127.862288343999,31.0590502548585,0 128.620783900424,34.8807299988576,0 127.680843160037,33.9978721880384,0 124.764243663683,33.9978721880384,0 120.34246945236,36.087309771001,0 126.495394781069,30.4542396006047,0</coordinates></LineString><LineString><coordinates>139.816967375192,35.0375188597286,0 137.152516137715,31.8803856735058,0 134.290311134078,30.9560142590752,0</coordinates></LineString><LineString><coordinates>121.408191353642,31.6189684719322,0 122.677428735752,30.5342647036266,0 121.462585846359,25.181714657129,0 130.913751026064,31.0101827248295,0</coordinates></LineString><LineString><coordinates>121.395300737774,31.61980006276,0 126.495004156346,30.4543237835401,0</coordinates></LineString><LineString><coordinates>126.495004156346,30.4543237835401,0 130.617071548735,29.5000579405249,0 135.358767408423,30.9388447305393,0</coordinates></LineString><LineString><coordinates>-179.999944735381,39.156344663043,0 -139.250217743495,39.156344663043,0 -128.318389550205,43.5994173494997,0 -123.940169995527,45.6440154574612,0</coordinates></LineString></MultiGeometry>","17,000 km",8-Aug,2008,"China Telecom,  China Unicom,  Chunghwa Telecom,  KT,  Verizon,  NTT,  AT&T",http://tpecable.org
transworld-tw1,1351,"[{""landing_point_id"":7646,""latlon"":""23.684666,58.176126"",""name"":""Al Seeb, Oman""},{""landing_point_id"":5962,""latlon"":""25.121677,56.333744"",""name"":""Fujairah, United Arab Emirates""},{""landing_point_id"":3259,""latlon"":""24.889353,67.028563"",""name"":""Karachi, Pakistan""}]",Transworld (TW1),#0982c5,,,,"<MultiGeometry><LineString><coordinates>58.1762048977746,23.6848788194835,0 59.1914385535735,24.740726019207,0</coordinates></LineString><LineString><coordinates>56.3337257342541,25.121693117297,0 62.5595025738553,24.2900680052371,0 67.0285423766957,24.8897284412775,0</coordinates></LineString></MultiGeometry>","1,300 km",6-Jun,2006,TransWorld Associates (Pvt.) Limited,http://www.tw1.com
trident-subsea-cable,1783,"[{""landing_point_id"":14675,""latlon"":""-21.637871,115.113306"",""name"":""Onslow, Australia""},{""landing_point_id"":3239,""latlon"":""-31.953393,115.857251"",""name"":""Perth, Australia""}]",Trident Subsea Cable,#9ea0a2,,,,"<MultiGeometry><LineString><coordinates>115.857316379684,-31.9534389439805,0 113.821477978141,-30.8094554740021,0 111.844916878355,-25.9914456896764,0 112.410834446204,-21.1312815684692,0 106.416112130422,-10.2053308904555,0 105.086816197107,-6.55514524695171,0 105.885057819126,-5.91336163647832,0 106.402635577469,-5.48793829079917,0 106.936326605647,-5.32198042421299,0</coordinates></LineString><LineString><coordinates>112.410834446204,-21.1312815684692,0 114.572942289547,-21.1312815684692,0 115.113371594201,-21.6375037508801,0</coordinates></LineString></MultiGeometry>",n.a.,Q1 2017,2017,Trident Subsea Cable,http://www.tridentsc.com.au
uk-channel-islands-7,1703,"[{""landing_point_id"":10381,""latlon"":""50.351743,-3.578385"",""name"":""Dartmouth, United Kingdom""},{""landing_point_id"":10380,""latlon"":""49.503404,-2.533464"",""name"":""L'Ancresse Bay, Guernsey""}]",UK-Channel Islands-7,#ffd633,,,,"<MultiGeometry><LineString><coordinates>-2.53337123561714,49.5033930528663,0 -3.47023580630846,50.2825019074903,0 -3.57839002656601,50.3517495220512,0</coordinates></LineString></MultiGeometry>",124 km,Jan-94,1994,n.a.,
uk-channel-islands-8,1704,"[{""landing_point_id"":3292,""latlon"":""50.024790,-5.174527"",""name"":""Goonhilly Downs, United Kingdom""},{""landing_point_id"":10379,""latlon"":""49.215709,-2.225896"",""name"":""St. Ouens Bay, Jersey""}]",UK-Channel Islands-8,#895c3c,,,,"<MultiGeometry><LineString><coordinates>-2.22599840648792,49.2157112339672,0 -5.17296897507633,50.0225440012701,0</coordinates></LineString></MultiGeometry>",237 km,Jan-94,1994,n.a.,
uk-france-3,1314,"[{""landing_point_id"":3170,""latlon"":""50.822544,-0.137176"",""name"":""Brighton, United Kingdom""},{""landing_point_id"":5831,""latlon"":""49.923033,1.077521"",""name"":""Dieppe, France""}]",UK-France 3,#f04230,,,,"<MultiGeometry><LineString><coordinates>1.07751487827228,49.9232452863362,0 -0.137132698760004,50.8227436260177,0</coordinates></LineString></MultiGeometry>",155 km,1989,1989,"BT,  Orange,  Vodafone",
uk-netherlands-14,1365,"[{""landing_point_id"":8409,""latlon"":""52.616391,4.616386"",""name"":""Egmond, Netherlands""},{""landing_point_id"":3269,""latlon"":""52.715219,1.693536"",""name"":""Winterton-on-Sea, United Kingdom""}]",UK-Netherlands 14,#0982c5,,,,"<MultiGeometry><LineString><coordinates>1.69353006688133,52.7152007685131,0 1.94352988977911,52.7152007685131,0 3.53708344839083,52.7489964094126,0 4.61647721498813,52.6165916287515,0</coordinates></LineString></MultiGeometry>",208 km,1996,1996,"BT,  KPN,  Vodafone",
unityeac-pacific,1525,"[{""landing_point_id"":5885,""latlon"":""34.976653,139.954603"",""name"":""Chikura, Japan""},{""landing_point_id"":4992,""latlon"":""33.844427,-118.388047"",""name"":""Redondo Beach, California, United States""}]",Unity/EAC-Pacific,#a6459a,,,,"<MultiGeometry><LineString><coordinates>-179.999944735381,30.3468472414224,0 -139.250217743495,30.3468472414224,0 -118.388025491218,33.8446339169073,0</coordinates></LineString><LineString><coordinates>139.954857902509,34.9765677244994,0 143.682199012026,31.050684306699,0 157.2601190808,30.3468472414224,0 179.999946721693,30.3438132728477,0</coordinates></LineString></MultiGeometry>","9,620 km",10-Mar,2010,"Telstra,  Google,  Global Transit,  SingTel,  KDDI,  Airtel (Bharti)",http://unity-cable-system.com
vodafone-malta-sicily-cable-system-vmscs,1249,"[{""landing_point_id"":6170,""latlon"":""35.934075,14.380053"",""name"":""Balluta Bay, Malta""},{""landing_point_id"":3214,""latlon"":""37.511613,15.067455"",""name"":""Catania, Italy""}]",Vodafone Malta-Sicily Cable System (VMSCS),#38bced,,,,"<MultiGeometry><LineString><coordinates>15.0674463739235,37.5134482293683,0 15.7603169768375,37.0964759127832,0 15.1689111457949,36.1633498493725,0 14.3800445171355,35.9340599450713,0</coordinates></LineString></MultiGeometry>",260 km,4-Jul,2004,Vodafone Malta,http://www.vodafone.com.mt
warf-submarine-cable,1517,"[{""landing_point_id"":3887,""latlon"":""6.926764,79.872014"",""name"":""Colombo, Sri Lanka""},{""landing_point_id"":4251,""latlon"":""4.166316,73.499947"",""name"":""Male, Maldives""},{""landing_point_id"":7706,""latlon"":""8.798150,76.970258"",""name"":""Trivendrum, India""}]",WARF Submarine Cable,#ffd633,,,,"<MultiGeometry><LineString><coordinates>75.3614466298381,6.65658577699643,0 79.8720879657074,6.92703727727378,0</coordinates></LineString><LineString><coordinates>76.9702345526576,8.79815626933243,0 73.5000221672386,4.16666601714531,0</coordinates></LineString></MultiGeometry>",680 km,7-Mar,2007,"Wataniya Telecom Maldives,  Focus Infocom,  Global Cloud Xchange",
west-african-cable-system-wacs,1560,"[{""landing_point_id"":3316,""latlon"":""5.323542,-4.026237"",""name"":""Abidjan, Côte d'Ivoire""},{""landing_point_id"":4181,""latlon"":""5.558308,-0.201092"",""name"":""Accra, Ghana""},{""landing_point_id"":5720,""latlon"":""27.959371,-15.398741"",""name"":""El Goro, Canary Islands, Spain""},{""landing_point_id"":5745,""latlon"":""51.222251,-2.975017"",""name"":""Highbridge, United Kingdom""},{""landing_point_id"":3280,""latlon"":""6.438874,3.423223"",""name"":""Lagos, Nigeria""},{""landing_point_id"":9846,""latlon"":""4.014558,9.208474"",""name"":""Limbe, Cameroon""},{""landing_point_id"":3317,""latlon"":""6.125983,1.227813"",""name"":""Lome, Togo""},{""landing_point_id"":9426,""latlon"":""-5.933386,12.349878"",""name"":""Muanda, Congo, Dem. Rep.""},{""landing_point_id"":10725,""latlon"":""14.923049,-23.521247"",""name"":""Palmarejo, Cape Verde""},{""landing_point_id"":5971,""latlon"":""-4.779090,11.863648"",""name"":""Point Noire, Congo, Rep.""},{""landing_point_id"":10727,""latlon"":""-8.812877,13.235034"",""name"":""Sangano, Angola""},{""landing_point_id"":9058,""latlon"":""38.642276,-9.107387"",""name"":""Seixal, Portugal""},{""landing_point_id"":9845,""latlon"":""-22.678300,14.528100"",""name"":""Swakopmund, Namibia""},{""landing_point_id"":9844,""latlon"":""-33.348217,18.155540"",""name"":""Yzerfontein, South Africa""}]",West African Cable System (WACS),#548f51,,,,"<MultiGeometry><LineString><coordinates>18.1555301237961,-33.3480605448326,0 16.5426406413821,-33.5949681502911,0 7.55202201042069,-24.1186334070111,0 7.55036185534673,-23.0554261679771,0 7.55817434981231,-18.3667151874386,0 7.57038137241474,-10.7267797177656,0 7.55036185534673,-6.92212277931749,0 7.57760792979538,-4.62841682645478,0 7.57907277250768,-3.97275271062767,0 5.28962126937657,0.360285176724605,0 4.29665322280447,0.360285176724605,0 0.770190877233492,0.360285176724605,0 -1.19758116627834,0.360285176724605,0 -2.46608612703253,0.360285176724605,0 -10.786832185663,0.360285176724605,0 -20.6942958702477,14.3627210571205,0 -20.6942958702477,15.0665822691618,0 -20.6942958702477,20.3043514147625,0 -17.0959585755936,25.0264291061224,0 -17.0959585755936,27.6156343316789,0 -17.0959585755936,29.392311345373,0 -9.10743884411095,38.6426593066653,0</coordinates></LineString><LineString><coordinates>14.5334623772028,-22.6854331921139,0 7.55036185534673,-23.0554261679771,0</coordinates></LineString><LineString><coordinates>12.3499678302608,-5.93337140027885,0 7.55036185534673,-6.92212277931749,0</coordinates></LineString><LineString><coordinates>7.57038137241474,-10.7267797177656,0 13.2350257970275,-8.81256504998484,0</coordinates></LineString><LineString><coordinates>7.57760792979538,-4.62841682645478,0 11.86364004978,-4.77878745750578,0</coordinates></LineString><LineString><coordinates>5.28962126937657,0.360285176724605,0 9.20866146184175,4.01471053231244,0</coordinates></LineString><LineString><coordinates>3.42350931009782,6.43906892991951,0 4.29665322280447,0.360285176724605,0</coordinates></LineString><LineString><coordinates>1.2278077405534,6.12631087044253,0 0.770190877233492,0.360285176724605,0</coordinates></LineString><LineString><coordinates>-0.204320151163767,5.55828340166227,0 -1.19758116627834,0.360285176724605,0</coordinates></LineString><LineString><coordinates>-4.02624127180398,5.32350645818573,0 -2.46608612703253,0.360285176724605,0</coordinates></LineString></MultiGeometry>","14,530 km",12-May,2012,"Broadband Infraco,  Telkom South Africa,  Vodacom DRC,  MTN Group,  Tata Communications,  Togo Telecom,  Telecom Namibia,  Office Congolais de Poste et Télécommunication,  Congo Telecom,  Portugal Telecom,  Angola Cables,  Cape Verde Telecom,  Vodafone Espana,  Vodafone,  Neotel,  PCCW,  Botswana Fibre Networks",http://wacscable.com
west-african-cable-system-wacs,1560,"[{""landing_point_id"":3316,""latlon"":""5.323542,-4.026237"",""name"":""Abidjan, Côte d'Ivoire""},{""landing_point_id"":4181,""latlon"":""5.558308,-0.201092"",""name"":""Accra, Ghana""},{""landing_point_id"":5720,""latlon"":""27.959371,-15.398741"",""name"":""El Goro, Canary Islands, Spain""},{""landing_point_id"":5745,""latlon"":""51.222251,-2.975017"",""name"":""Highbridge, United Kingdom""},{""landing_point_id"":3280,""latlon"":""6.438874,3.423223"",""name"":""Lagos, Nigeria""},{""landing_point_id"":9846,""latlon"":""4.014558,9.208474"",""name"":""Limbe, Cameroon""},{""landing_point_id"":3317,""latlon"":""6.125983,1.227813"",""name"":""Lome, Togo""},{""landing_point_id"":9426,""latlon"":""-5.933386,12.349878"",""name"":""Muanda, Congo, Dem. Rep.""},{""landing_point_id"":10725,""latlon"":""14.923049,-23.521247"",""name"":""Palmarejo, Cape Verde""},{""landing_point_id"":5971,""latlon"":""-4.779090,11.863648"",""name"":""Point Noire, Congo, Rep.""},{""landing_point_id"":10727,""latlon"":""-8.812877,13.235034"",""name"":""Sangano, Angola""},{""landing_point_id"":9058,""latlon"":""38.642276,-9.107387"",""name"":""Seixal, Portugal""},{""landing_point_id"":9845,""latlon"":""-22.678300,14.528100"",""name"":""Swakopmund, Namibia""},{""landing_point_id"":9844,""latlon"":""-33.348217,18.155540"",""name"":""Yzerfontein, South Africa""}]",West African Cable System (WACS),#548f51,,,,"<MultiGeometry><LineString><coordinates>-23.5056220036779,14.9353717811273,0 -20.6942958702477,15.0665822691618,0</coordinates></LineString><LineString><coordinates>-17.0959585755936,27.6156343316789,0 -15.3695926110675,27.6156343316789,0 -15.2540653491581,27.87094774033,0 -15.3987429810421,27.9593981253937,0</coordinates></LineString><LineString><coordinates>-2.97487482910183,51.2224464277729,0 -4.44118238410581,51.2891562552581,0 -15.4261843678523,48.7963428082114,0 -15.4261843678523,38.8864751650898,0 -13.8308729979859,38.1394760718364,0 -11.4058747158774,38.0017072088034,0 -9.10743884411095,38.6426593066653,0</coordinates></LineString></MultiGeometry>","14,530 km",12-May,2012,"Broadband Infraco,  Telkom South Africa,  Vodacom DRC,  MTN Group,  Tata Communications,  Togo Telecom,  Telecom Namibia,  Office Congolais de Poste et Télécommunication,  Congo Telecom,  Portugal Telecom,  Angola Cables,  Cape Verde Telecom,  Vodafone Espana,  Vodafone,  Neotel,  PCCW,  Botswana Fibre Networks",http://wacscable.com
